Symbol,Name
000001.SZ,平安银行
000002.SZ,万科A
000063.SZ,中兴通讯
000100.SZ,TCL科技
000157.SZ,中联重科
000166.SZ,申万宏源
000301.SZ,东方盛虹
000333.SZ,美的集团
000338.SZ,潍柴动力
000408.SZ,藏格矿业
000425.SZ,徐工机械
000538.SZ,云南白药
000568.SZ,泸州老窖
000596.SZ,古井贡酒
000617.SZ,中油资本
000625.SZ,长安汽车
000630.SZ,铜陵有色
000651.SZ,格力电器
000661.SZ,长春高新
000708.SZ,中信特钢
000725.SZ,京东方A
000768.SZ,中航西飞
000776.SZ,广发证券
000786.SZ,北新建材
000792.SZ,盐湖股份
000807.SZ,云铝股份
000858.SZ,五 粮 液
000876.SZ,新 希 望
000895.SZ,双汇发展
000938.SZ,紫光股份
000963.SZ,华东医药
000975.SZ,山金国际
000977.SZ,浪潮信息
000983.SZ,山西焦煤
000999.SZ,华润三九
001391.SZ,国货航
001965.SZ,招商公路
001979.SZ,招商蛇口
002001.SZ,新和成
002027.SZ,分众传媒
002028.SZ,思源电气
002049.SZ,紫光国微
002050.SZ,三花智控
002074.SZ,国轩高科
002142.SZ,宁波银行
002179.SZ,中航光电
002230.SZ,科大讯飞
002236.SZ,大华股份
002241.SZ,歌尔股份
002252.SZ,上海莱士
002304.SZ,洋河股份
002311.SZ,海大集团
002352.SZ,顺丰控股
002371.SZ,北方华创
002384.SZ,东山精密
002415.SZ,海康威视
002422.SZ,科伦药业
002459.SZ,晶澳科技
002460.SZ,赣锋锂业
002463.SZ,沪电股份
002466.SZ,天齐锂业
002475.SZ,立讯精密
002493.SZ,荣盛石化
002594.SZ,比亚迪
002600.SZ,领益智造
002601.SZ,龙佰集团
002625.SZ,光启技术
002648.SZ,卫星化学
002709.SZ,天赐材料
002714.SZ,牧原股份
002736.SZ,国信证券
002916.SZ,深南电路
002920.SZ,德赛西威
002938.SZ,鹏鼎控股
003816.SZ,中国广核
300014.SZ,亿纬锂能
300015.SZ,爱尔眼科
300033.SZ,同花顺
300059.SZ,东方财富
300122.SZ,智飞生物
300124.SZ,汇川技术
300251.SZ,光线传媒
300274.SZ,阳光电源
300308.SZ,中际旭创
300316.SZ,晶盛机电
300347.SZ,泰格医药
300394.SZ,天孚通信
300408.SZ,三环集团
300413.SZ,芒果超媒
300418.SZ,昆仑万维
300433.SZ,蓝思科技
300442.SZ,润泽科技
300476.SZ,胜宏科技
300498.SZ,温氏股份
300502.SZ,新易盛
300628.SZ,亿联网络
300661.SZ,圣邦股份
300750.SZ,宁德时代
300759.SZ,康龙化成
300760.SZ,迈瑞医疗
300782.SZ,卓胜微
300803.SZ,指南针
300832.SZ,新产业
300866.SZ,安克创新
300896.SZ,爱美客
300979.SZ,华利集团
300999.SZ,金龙鱼
301236.SZ,软通动力
301269.SZ,华大九天
302132.SZ,中航成飞
600000.SS,浦发银行
600009.SS,上海机场
600010.SS,包钢股份
600011.SS,华能国际
600015.SS,华夏银行
600016.SS,民生银行
600018.SS,上港集团
600019.SS,宝钢股份
600023.SS,浙能电力
600025.SS,华能水电
600026.SS,中远海能
600027.SS,华电国际
600028.SS,中国石化
600029.SS,南方航空
600030.SS,中信证券
600031.SS,三一重工
600036.SS,招商银行
600039.SS,四川路桥
600048.SS,保利发展
600050.SS,中国联通
600061.SS,国投资本
600066.SS,宇通客车
600085.SS,同仁堂
600089.SS,特变电工
600104.SS,上汽集团
600111.SS,北方稀土
600115.SS,中国东航
600150.SS,中国船舶
600160.SS,巨化股份
600161.SS,天坛生物
600176.SS,中国巨石
600183.SS,生益科技
600188.SS,兖矿能源
600196.SS,复星医药
600219.SS,南山铝业
600233.SS,圆通速递
600276.SS,恒瑞医药
600309.SS,万华化学
600346.SS,恒力石化
600362.SS,江西铜业
600372.SS,中航机载
600377.SS,宁沪高速
600406.SS,国电南瑞
600415.SS,小商品城
600426.SS,华鲁恒升
600436.SS,片仔癀
600438.SS,通威股份
600460.SS,士兰微
600482.SS,中国动力
600489.SS,中金黄金
600515.SS,海南机场
600519.SS,贵州茅台
600522.SS,中天科技
600547.SS,山东黄金
600570.SS,恒生电子
600584.SS,长电科技
600585.SS,海螺水泥
600588.SS,用友网络
600600.SS,青岛啤酒
600660.SS,福耀玻璃
600674.SS,川投能源
600690.SS,海尔智家
600741.SS,华域汽车
600760.SS,中航沈飞
600795.SS,国电电力
600803.SS,新奥股份
600809.SS,山西汾酒
600845.SS,宝信软件
600875.SS,东方电气
600886.SS,国投电力
600887.SS,伊利股份
600893.SS,航发动力
600900.SS,长江电力
600905.SS,三峡能源
600918.SS,中泰证券
600919.SS,江苏银行
600926.SS,杭州银行
600930.SS,华电新能
600938.SS,中国海油
600941.SS,中国移动
600958.SS,东方证券
600989.SS,宝丰能源
600999.SS,招商证券
601006.SS,大秦铁路
601009.SS,南京银行
601012.SS,隆基绿能
601018.SS,宁波港
601021.SS,春秋航空
601058.SS,赛轮轮胎
601059.SS,信达证券
601066.SS,中信建投
601077.SS,渝农商行
601088.SS,中国神华
601100.SS,恒立液压
601111.SS,中国国航
601117.SS,中国化学
601127.SS,赛力斯
601136.SS,首创证券
601138.SS,工业富联
601166.SS,兴业银行
601169.SS,北京银行
601186.SS,中国铁建
601211.SS,国泰海通
601225.SS,陕西煤业
601229.SS,上海银行
601236.SS,红塔证券
601238.SS,广汽集团
601288.SS,农业银行
601298.SS,青岛港
601318.SS,中国平安
601319.SS,中国人保
601328.SS,交通银行
601336.SS,新华保险
601360.SS,三六零
601377.SS,兴业证券
601390.SS,中国中铁
601398.SS,工商银行
601456.SS,国联民生
601600.SS,中国铝业
601601.SS,中国太保
601607.SS,上海医药
601618.SS,中国中冶
601628.SS,中国人寿
601633.SS,长城汽车
601658.SS,邮储银行
601668.SS,中国建筑
601669.SS,中国电建
601688.SS,华泰证券
601689.SS,拓普集团
601698.SS,中国卫通
601728.SS,中国电信
601766.SS,中国中车
601788.SS,光大证券
601800.SS,中国交建
601808.SS,中海油服
601816.SS,京沪高铁
601818.SS,光大银行
601825.SS,沪农商行
601838.SS,成都银行
601857.SS,中国石油
601868.SS,中国能建
601872.SS,招商轮船
601877.SS,正泰电器
601878.SS,浙商证券
601881.SS,中国银河
601888.SS,中国中免
601898.SS,中煤能源
601899.SS,紫金矿业
601901.SS,方正证券
601916.SS,浙商银行
601919.SS,中远海控
601939.SS,建设银行
601985.SS,中国核电
601988.SS,中国银行
601995.SS,中金公司
601998.SS,中信银行
603019.SS,中科曙光
603195.SS,公牛集团
603259.SS,药明康德
603260.SS,合盛硅业
603288.SS,海天味业
603296.SS,华勤技术
603369.SS,今世缘
603392.SS,万泰生物
603501.SS,豪威集团
603799.SS,华友钴业
603893.SS,瑞芯微
603986.SS,兆易创新
603993.SS,洛阳钼业
605117.SS,德业股份
605499.SS,东鹏饮料
688008.SS,澜起科技
688009.SS,中国通号
688012.SS,中微公司
688036.SS,传音控股
688041.SS,海光信息
688047.SS,龙芯中科
688082.SS,盛美上海
688111.SS,金山办公
688126.SS,沪硅产业
688169.SS,石头科技
688187.SS,时代电气
688223.SS,晶科能源
688256.SS,寒武纪
688271.SS,联影医疗
688303.SS,大全能源
688396.SS,华润微
688472.SS,阿特斯
688506.SS,百利天恒
688981.SS,中芯国际
