Symbol,Name
A2A.MI,A2A
AMP.MI,Amplifon
AZM.MI,Azimut
BMED.MI,Banca Mediolanum
BMPS.MI,Banca Monte dei Paschi di Siena
BAMI.MI,Banco BPM
BPSO.MI,Banca Popolare di Sondrio
BPE.MI,BPER Banca
BC.MI,Brunello Cucinelli
BZU.MI,Buzzi
CPR.MI,Campari
DIA.MI,Diasorin
ENEL.MI,Enel
ENI.MI,Eni
RACE.MI,Ferrari
FBK.MI,FinecoBank
G.MI,Generali
HER.MI,Hera
IP.MI,Interpump Group
ISP.MI,Intesa Sanpaolo
INW.MI,INWIT
IG.MI,Italgas
IVG.MI,Iveco Group
LDO.MI,Leonardo
MB.MI,Mediobanca
MONC.MI,Moncler
NEXI.MI,Nexi
PIRC.MI,Pirelli
PST.MI,Poste italiane
PRY.MI,Prysmian
REC.MI,Recordati
SPM.MI,Saipem
SRG.MI,Snam
STLAM.MI,Stellantis
STMMI.MI,STMicroelectronics
TIT.MI,Telecom Italia
TEN.MI,Tenaris
TRN.MI,Terna
UCG.MI,UniCredit
UNI.MI,Unipol
