Symbol,Name
600519.SS,贵州茅台
601318.SS,中国平安
300750.SZ,宁德时代
600036.SS,招商银行
000333.SZ,美的集团
000858.SZ,五粮液
600900.SS,长江电力
601166.SS,兴业银行
600030.SS,中信证券
601899.SS,紫金矿业
601398.SS,工商银行
600887.SS,伊利股份
600276.SS,恒瑞医药
601328.SS,交通银行
300760.SZ,迈瑞医疗
300059.SZ,东方财富
000651.SZ,格力电器
002594.SZ,比亚迪
000725.SZ,京东方Ａ
600919.SS,江苏银行
600309.SS,万华化学
002475.SZ,立讯精密
601288.SS,农业银行
601816.SS,京沪高铁
601088.SS,中国神华
300124.SZ,汇川技术
002415.SZ,海康威视
601012.SS,隆基绿能
600028.SS,中国石化
603259.SS,药明康德
601668.SS,中国建筑
000568.SZ,泸州老窖
300498.SZ,温氏股份
600809.SS,山西汾酒
600016.SS,民生银行
002714.SZ,牧原股份
601857.SS,中国石油
601225.SS,陕西煤业
600941.SS,中国移动
601988.SS,中国银行
000001.SZ,平安银行
601728.SS,中国电信
688981.SS,中芯国际
600050.SS,中国联通
002352.SZ,顺丰控股
601601.SS,中国太保
600837.SS,海通证券
600690.SS,海尔智家
600406.SS,国电南瑞
002142.SZ,宁波银行
300274.SZ,阳光电源
600000.SS,浦发银行
000338.SZ,潍柴动力
601985.SS,中国核电
601888.SS,中国中免
600031.SS,三一重工
000792.SZ,盐湖股份
000100.SZ,TCL科技
601169.SS,北京银行
600089.SS,特变电工
002230.SZ,科大讯飞
601688.SS,华泰证券
000063.SZ,中兴通讯
601766.SS,中国中车
600150.SS,中国船舶
600048.SS,保利发展
300308.SZ,中际旭创
601390.SS,中国中铁
601211.SS,国泰君安
000002.SZ,万科Ａ
603501.SS,韦尔股份
601919.SS,中远海控
601229.SS,上海银行
600905.SS,三峡能源
600438.SS,通威股份
600104.SS,上汽集团
000625.SZ,长安汽车
688041.SS,海光信息
600660.SS,福耀玻璃
600436.SS,片仔癀
300015.SZ,爱尔眼科
002371.SZ,北方华创
601818.SS,光大银行
603288.SS,海天味业
002027.SZ,分众传媒
688271.SS,联影医疗
600585.SS,海螺水泥
002304.SZ,洋河股份
601138.SS,工业富联
600019.SS,宝钢股份
300122.SZ,智飞生物
601658.SS,邮储银行
688111.SS,金山办公
688012.SS,中微公司
600999.SS,招商证券
601989.SS,中国重工
601628.SS,中国人寿
600938.SS,中国海油
002466.SZ,天齐锂业
002050.SZ,三花智控
601939.SS,建设银行
601600.SS,中国铝业
601006.SS,大秦铁路
688036.SS,传音控股
601669.SS,中国电建
600958.SS,东方证券
603986.SS,兆易创新
601009.SS,南京银行
600893.SS,航发动力
600886.SS,国投电力
600111.SS,北方稀土
300014.SZ,亿纬锂能
000538.SZ,云南白药
688008.SS,澜起科技
601916.SS,浙商银行
600009.SS,上海机场
000776.SZ,广发证券
601186.SS,中国铁建
600926.SS,杭州银行
600795.SS,国电电力
600760.SS,中航沈飞
600015.SS,华夏银行
