Symbol,Name
600519.SS,贵州茅台
600036.SS,招商银行
600028.SS,中国石化
600309.SS,万华化学
600276.SS,恒瑞医药
600030.SS,中信证券
600000.SS,浦发银行
600406.SS,国电南瑞
600104.SS,上汽集团
600436.SS,片仔癀
600048.SS,保利发展
600050.SS,中国联通
600438.SS,通威股份
600031.SS,三一重工
600150.SS,中国船舶
600016.SS,民生银行
600019.SS,宝钢股份
600025.SS,华能水电
600018.SS,上港集团
600346.SS,恒力石化
600585.SS,海螺水泥
600011.SS,华能国际
600009.SS,上海机场
600029.SS,南方航空
600111.SS,北方稀土
600547.SS,山东黄金
600089.SS,特变电工
600188.SS,兖矿能源
600015.SS,华夏银行
600570.SS,恒生电子
600660.SS,福耀玻璃
600085.SS,同仁堂
600426.SS,华鲁恒升
600023.SS,浙能电力
600115.SS,中国东航
600196.SS,复星医药
600372.SS,中航电子
600588.SS,用友网络
600600.SS,青岛啤酒
600674.SS,川投能源
600010.SS,包钢股份
600039.SS,四川路桥
600176.SS,中国巨石
600221.SS,海航控股
600584.SS,长电科技
600233.SS,圆通速递
600489.SS,中金黄金
600522.SS,中天科技
600026.SS,中远海能
600027.SS,华电国际
600061.SS,国投资本
600256.SS,广汇能源
600132.SS,重庆啤酒
600236.SS,桂冠电力
600332.SS,白云山
600415.SS,小商品城
600460.SS,士兰微
600482.SS,中国动力
600536.SS,中国软件
600606.SS,绿地控股
600160.SS,巨化股份
600161.SS,天坛生物
600219.SS,南山铝业
600362.SS,江西铜业
600383.SS,金地集团
600515.SS,海南机场
600004.SS,白云机场
600157.SS,永泰能源
600183.SS,生益科技
600377.SS,宁沪高速
600487.SS,亨通光电
600642.SS,申能股份
600066.SS,宇通客车
600079.SS,人福医药
600096.SS,云天化
600109.SS,国金证券
600118.SS,中国卫星
600153.SS,建发股份
600177.SS,雅戈尔
600298.SS,安琪酵母
600348.SS,华阳股份
600350.SS,山东高速
600352.SS,浙江龙盛
600369.SS,西南证券
600378.SS,昊华科技
600398.SS,海澜之家
600418.SS,江淮汽车
600497.SS,驰宏锌锗
600517.SS,国网英大
600546.SS,山煤国际
600563.SS,法拉电子
600655.SS,豫园股份
600663.SS,陆家嘴
600021.SS,上海电力
600060.SS,海信视像
600095.SS,湘财股份
600129.SS,太极集团
600141.SS,兴发集团
600166.SS,福田汽车
600170.SS,上海建工
600271.SS,航天信息
600390.SS,五矿资本
600486.SS,扬农化工
600516.SS,方大炭素
600521.SS,华海药业
600549.SS,厦门钨业
600559.SS,老白干酒
600578.SS,京能电力
600583.SS,海油工程
600598.SS,北大荒
600637.SS,XD东方明
600007.SS,中国国贸
600008.SS,首创环保
600038.SS,中直股份
600098.SS,广州发展
600100.SS,同方股份
600131.SS,国网信通
600143.SS,金发科技
600208.SS,新湖中宝
600225.SS,卓朗科技
600258.SS,首旅酒店
600282.SS,南钢股份
600299.SS,安迪苏
600325.SS,华发股份
600329.SS,达仁堂
600339.SS,中油工程
600380.SS,健康元
600392.SS,盛和资源
600399.SS,抚顺特钢
600481.SS,双良节能
600483.SS,福能股份
600498.SS,烽火通信
600499.SS,科达制造
600528.SS,中铁工业
600535.SS,天士力
600566.SS,济川药业
600582.SS,天地科技
600673.SS,东阳光
600675.SS,XD中华企
600022.SS,山东钢铁
600056.SS,中国医药
600057.SS,厦门象屿
600062.SS,华润双鹤
600072.SS,中船科技
600116.SS,三峡水利
600126.SS,杭钢股份
600155.SS,华创云信
600167.SS,联美控股
600199.SS,金种子酒
600266.SS,城建发展
600295.SS,鄂尔多斯
600297.SS,广汇汽车
600312.SS,平高电气
600315.SS,上海家化
600316.SS,洪都航空
600338.SS,西藏珠峰
600363.SS,联创光电
600373.SS,中文传媒
600388.SS,龙净环保
600416.SS,湘电股份
600435.SS,北方导航
600452.SS,涪陵电力
600456.SS,宝钛股份
600500.SS,中化国际
600511.SS,国药股份
600529.SS,山东药玻
600562.SS,国睿科技
600580.SS,卧龙电驱
600612.SS,老凤祥
600633.SS,浙数文化
600641.SS,万业企业
600006.SS,东风汽车
600012.SS,皖通高速
600037.SS,歌华有线
600064.SS,南京高科
600120.SS,浙江东方
600123.SS,兰花科创
600151.SS,航天机电
600171.SS,上海贝岭
600185.SS,格力地产
600195.SS,中牧股份
600197.SS,伊力特
600201.SS,生物股份
600206.SS,有研新材
600211.SS,西藏药业
600246.SS,万通发展
600259.SS,广晟有色
600267.SS,海正药业
600273.SS,嘉化能源
600277.SS,亿利洁能
600305.SS,恒顺醋业
600307.SS,酒钢宏兴
600320.SS,振华重工
600323.SS,瀚蓝环境
600328.SS,中盐化工
600330.SS,天通股份
600335.SS,国机汽车
600376.SS,首开股份
600395.SS,盘江股份
600409.SS,三友化工
600420.SS,国药现代
600422.SS,XD昆药集
600428.SS,中远海特
